Timestamp,Firm exit status,Do you have your CPA license?,How many years of experience in accounting do you have? (If none please skip),What is your current salary + bonus in USD? (Example Format: 50000) (If none please skip),"If you have exited a public accounting firm, how many years did you work in public accounting before exiting? (Please skip if this doesn't apply to you)",What industry do you work in?,What COL is your region?,Where do you live?,Gender,What is your line of service? (Or was in the case of those who have exited),How many hours do you currently work per week on average? 
7/29/2020 7:25:22,I have never worked at a public accounting firm,No,5,60000,0,Construction,High,United States,Male,Corporate,
7/29/2020 7:59:22,I have never worked at a public accounting firm,No,5,115000,,Technology,High,United States,Female,,
7/29/2020 8:34:18,I am currently working at a Big 4 accounting firm,Yes,5,92000,,Public Accounting,Medium,United States,Male,Advisory - Other,
7/29/2020 8:43:28,I am currently working at a mid-tier or local accounting firm,Yes,5,80000,,Public Accounting,Medium,Canada,Male,Tax,
7/29/2020 10:09:50,I am currently working at a Big 4 accounting firm,No,5,83000,,Public Accounting,Low,United States,Male,Tax,
7/29/2020 10:14:46,I am currently working at a mid-tier or local accounting firm,No,5,100000,,Public Accounting,High,United States,Prefer not to say,Audit,
7/29/2020 10:43:25,I have already exited from a mid-tier or local accounting firm,Yes,5,120000,3,Finance,High,United States,Male,Tax,
7/29/2020 13:33:21,I am currently working at a mid-tier or local accounting firm,Yes,5,74000,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 15:19:23,I have never worked at a public accounting firm,Yes,5,94000,,Natural Resource Extraction,Medium,Canada,Male,,
7/29/2020 16:32:57,I am currently working at a Big 4 accounting firm,Yes,5,110000,,Public Accounting,Medium,United States,Female,Tax,
7/29/2020 16:34:54,I am currently working at a mid-tier or local accounting firm,Yes,5,70000,,Public Accounting,Low,United States,Male,Tax/Advisory ,
7/29/2020 18:33:49,I have never worked at a public accounting firm,No,5,52000,,Technology,Medium,United States,Female,,
7/29/2020 19:43:39,I have never worked at a public accounting firm,Yes,5,70000,,Other,Medium,United States,Male,,
7/29/2020 21:36:31,I have already exited from a mid-tier or local accounting firm,Yes,5,90000,5,Technology,Medium,United States,Female,Audit,
8/6/2020 21:05:53,I have already exited from a Big 4 Accounting firm,Yes,4,72000,1,Other,Medium,United States,Male,Audit,45
7/29/2020 22:56:00,I have already exited from a mid-tier or local accounting firm,Yes,5,107000,5,Other,Medium,United States,Female,Audit,
7/29/2020 22:59:54,I have already exited from a mid-tier or local accounting firm,No,5,105000,1.5,Other,Medium,United States,Male,Audit,
7/29/2020 23:26:22,I am currently working at a mid-tier or local accounting firm,Yes,5,100000,,Public Accounting,High,United States,Male,Audit,
7/29/2020 23:39:46,I have already exited from a mid-tier or local accounting firm,Yes,5,80500,3.5,Construction,Medium,United States,Male,Audit,
7/29/2020 23:49:11,I have already exited from a mid-tier or local accounting firm,Yes,5,75000,4,Technology,Medium,United States,Female,Tax,
7/29/2020 23:53:41,I am currently working at a mid-tier or local accounting firm,No,5,62500,,Public Accounting,Low,United States,Male,Tax,
7/29/2020 23:55:02,I am currently working at a mid-tier or local accounting firm,No,5,62500,,Public Accounting,Low,United States,Male,Tax,
7/30/2020 0:08:24,I have never worked at a public accounting firm,No,5,125000,,Other,Medium,United States,Male,No public. General accounting and external SEC Reporting,
7/30/2020 0:20:59,I am currently working at a mid-tier or local accounting firm,Yes,5,73195,,Public Accounting,Medium,United States,Female,Tax,
7/30/2020 1:14:15,I have never worked at a public accounting firm,No,5,105000,,Manufacturing,Medium,United States,Male,,
7/30/2020 1:20:56,I have never worked at a public accounting firm,No,5,90000,,Other,Medium,United States,Male,,
7/30/2020 1:34:33,I am currently working at a Big 4 accounting firm,Yes,5,78000,,Public Accounting,High,United States,Male,Audit,
7/30/2020 1:49:20,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,5,86000,,Public Accounting,Medium,United States,Male,Audit,
7/30/2020 1:53:06,I have already exited from a Big 4 Accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,5,77000,2,Hospitality,Medium,United States,Prefer not to say,Tax,
7/30/2020 1:56:28,I am currently working at a Big 4 accounting firm,Yes,5,115000,,Public Accounting,High,United States,Male,Tax,
7/30/2020 2:26:49,I am currently working at a Big 4 accounting firm,Yes,5,117200,,Public Accounting,High,United States,Female,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
8/11/2020 22:43:30,I have already exited from a Big 4 Accounting firm,Yes,4,97000,4,Medical,Low,United States,Female,Audit,45
7/30/2020 6:19:45,I am currently working at a Big 4 accounting firm,Yes,5,80000,,Manufacturing,Medium,United States,Female,Audit,
7/30/2020 6:44:05,I have already exited from a mid-tier or local accounting firm,Yes,5,77000,3,Other,Medium,United States,Male,Tax,
7/30/2020 7:06:15,I have never worked at a public accounting firm,Yes,5,95000,,Other,Medium,United States,Female,Advisory - Risk/IT Advisory,
7/30/2020 7:49:25,I am currently working at a mid-tier or local accounting firm,No,5,95000,,Public Accounting,High,United States,Male,Audit,
7/30/2020 8:26:59,I have never worked at a public accounting firm,Yes,5,106000,,Government,Medium,United States,Female,Audit,
7/30/2020 9:23:33,I am currently working at a Big 4 accounting firm,Yes,5,83400,,Public Accounting,Medium,United States,Female,Audit,
7/30/2020 10:14:34,I am currently working at a Big 4 accounting firm,Yes,5,102000,,Public Accounting,High,United States,Male,Tax,
7/30/2020 11:42:56,I am currently working at a mid-tier or local accounting firm,Yes,5,95000,,Public Accounting,High,United States,Female,Tax,
7/30/2020 11:50:57,I am currently working at a Big 4 accounting firm,Yes,5,125000,,Public Accounting,High,United States,Male,Audit,
7/30/2020 13:32:01,I have already exited from a Big 4 Accounting firm,Yes,5,100000,5,Finance,Medium,United States,Male,Tax,
7/30/2020 20:10:22,I have never worked at a public accounting firm,No,5,90000,,Other,Medium,United States,Male,,
7/30/2020 20:53:33,I have never worked at a public accounting firm,No,5,110000,,Finance,High,United States,Male,Tax,40
8/12/2020 5:15:22,I have already exited from a Big 4 Accounting firm,No,4,95000,3,Public Accounting,Medium,United States,Female,Advisory - Risk/IT Advisory,50
7/30/2020 22:17:38,I am currently working at a Big 4 accounting firm,No,5,58000,,Public Accounting,Medium,Canada,Male,Audit,70
7/31/2020 0:28:33,I am currently working at a mid-tier or local accounting firm,Yes,5,130000,,Public Accounting,Medium,United States,Male,Advisory - Risk/IT Advisory,40
7/31/2020 0:29:22,I am currently working at a mid-tier or local accounting firm,Yes,5,130000,,Public Accounting,Medium,United States,Male,Advisory - Risk/IT Advisory,40
7/31/2020 9:25:52,I am currently working at a mid-tier or local accounting firm,Yes,5,95000,,Public Accounting,Medium,United States,Male,Tax,40
7/31/2020 10:29:17,I am currently working at a mid-tier or local accounting firm,No,5,72500,,Public Accounting,Medium,United States,Male,Audit,45
7/31/2020 11:09:57,I am currently working at a Big 4 accounting firm,Yes,5,110000,,Public Accounting,High,United States,Male,Advisory - Other,45
7/31/2020 11:42:46,I am currently working at a mid-tier or local accounting firm,Yes,5,98500,,Public Accounting,High,United States,Male,Audit,45
7/31/2020 17:01:26,I am currently working at a Big 4 accounting firm,No,5,135000,,Technology,Medium,United States,Male,Tax,
8/12/2020 11:13:27,I have already exited from a Big 4 Accounting firm,Yes,4,90000,2,Finance,High,United States,Male,Tax,45
8/1/2020 9:22:03,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,5,90000,5,Public Accounting,High,United States,Male,Audit,45
8/1/2020 17:15:59,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,5,60000,,Public Accounting,High,United States,Male,Tax,45
8/1/2020 18:46:12,I have never worked at a public accounting firm,Yes,5,93600,,Other,High,United States,Male,Tax,42
8/3/2020 8:55:39,I am currently working at a Big 4 accounting firm,Yes,5,96000,,Public Accounting,Low,United States,Female,Advisory - Risk/IT Advisory,45
8/3/2020 12:03:22,I am currently working at a Big 4 accounting firm,Yes,5,113000,,Energy,Medium,United States,Male,-Advisory - Deal Advisory,55
8/4/2020 11:55:37,I am currently working at a mid-tier or local accounting firm,Yes,5,120000,,Public Accounting,High,United States,Male,Tax,45
8/5/2020 13:48:26,I am currently working at a Big 4 accounting firm,Yes,5,80800,,Public Accounting,Medium,United States,Male,Audit,45
8/5/2020 21:41:20,I am currently working at a mid-tier or local accounting firm,Yes,5,85000,,Public Accounting,Medium,United States,Male,Tax,45
8/5/2020 23:36:00,I am currently working at a mid-tier or local accounting firm,No,5,67600,,Public Accounting,Medium,United States,Male,Audit,40
8/15/2020 20:36:11,I have already exited from a Big 4 Accounting firm,Yes,4,107500,3,Other,Medium,United States,Male,Tax,50
8/6/2020 16:13:06,I am currently working at a Big 4 accounting firm,Yes,5,92000,,Public Accounting,Low,United States,Female,Audit,50
8/6/2020 16:39:25,I am currently working at a mid-tier or local accounting firm,Yes,5,73000,,Public Accounting,Low,United States,Male,Tax,45
8/6/2020 17:04:17,I am currently working at a mid-tier or local accounting firm,Yes,5,97000,,Finance,High,United States,Male,Audit,40
8/17/2020 19:48:51,I have already exited from a Big 4 Accounting firm,Yes,4,112000,3,Other,Medium,United States,Male,Audit,32
8/7/2020 16:36:28,I am currently working at a mid-tier or local accounting firm,Yes,5,95000,,Manufacturing,Medium,United States,Male,-Advisory - Deal Advisory,70
8/8/2020 18:44:07,I have already exited from a mid-tier or local accounting firm,No,5,50000,4,Manufacturing,Medium,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,40
8/10/2020 16:16:37,I have never worked at a public accounting firm,Yes,5,103000,,Finance,Medium,United States,Male,GAAP accounting for Insurance Company,37.5
8/10/2020 22:00:28,I am currently working at a Big 4 accounting firm,No,5,170000,5,Public Accounting,Medium,United States,Male,Tax,50
8/11/2020 10:39:06,I am currently working at a Big 4 accounting firm,Yes,5,135000,,Public Accounting,High,United States,Male,-Advisory - Deal Advisory,50
8/12/2020 6:25:26,I have already exited from a mid-tier or local accounting firm,Yes,5,85000,5,Medical,High,United States,Male,Tax,35
7/28/2020 20:26:44,I have already exited from a mid-tier or local accounting firm,Yes,5.5,85000,4.5,Finance,High,Canada,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/29/2020 22:47:00,I have already exited from a Big 4 Accounting firm,Yes,5,80000,4,Other,Low,United States,Female,Audit,
7/30/2020 6:21:01,I have never worked at a public accounting firm,Yes,5.5,83400,,Government,,United States,Female,Audit,
7/30/2020 9:47:49,I have already exited from a mid-tier or local accounting firm,Yes,5.5,70000,2.5,Manufacturing,Medium,United States,Male,Tax,
8/1/2020 16:28:12,I am currently working at a mid-tier or local accounting firm,Yes,5.5,96000,,Public Accounting,Medium,United States,Male,Tax,45
8/5/2020 22:15:01,I am currently working at a mid-tier or local accounting firm,No,5.6,82862,,Public Accounting,High,United States,Male,Advisory - Risk/IT Advisory,48
7/29/2020 10:20:42,I am currently working at a mid-tier or local accounting firm,Yes,5.75,95000,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 19:49:31,I am currently working at a mid-tier or local accounting firm,Yes,6,,,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 19:50:04,I have already exited from a Big 4 Accounting firm,Yes,6,126865,3,Technology,Medium,Canada,Male,Audit,
7/28/2020 19:54:38,I am currently working at a Big 4 accounting firm,Yes,6,105000,,Public Accounting,High,United States,Male,Audit,
7/28/2020 20:01:34,I am currently working at a mid-tier or local accounting firm,Yes,6,90000,4,Public Accounting,Medium,United States,Male,-Advisory - Deal Advisory,
7/28/2020 20:01:43,I am currently working at a mid-tier or local accounting firm,Yes,6,"54,000",,Public Accounting,Low,United States,Female,Audit,
7/28/2020 20:15:34,I am currently working at a mid-tier or local accounting firm,Yes,6,96000,,Public Accounting,Low,United States,Male,Audit,
7/28/2020 21:17:33,I am currently working at a mid-tier or local accounting firm,Yes,6,"$60,000",,Public Accounting,Low,United States,Female,Tax/Small business bookkeeping,
7/28/2020 21:43:34,I am currently working at a Big 4 accounting firm,Yes,6,100000,,Public Accounting,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/28/2020 21:57:45,I am currently working at a Big 4 accounting firm,Yes,6,86000,,Public Accounting,High,Canada,Male,Audit,
7/28/2020 23:25:23,I am currently working at a mid-tier or local accounting firm,Yes,6,85000,,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 23:27:34,I am currently working at a mid-tier or local accounting firm,Yes,6,85000,,Public Accounting,Medium,United States,Male,Tax,
7/30/2020 5:58:29,I have already exited from a Big 4 Accounting firm,Yes,5,88000,2,Manufacturing,Medium,United States,Male,Audit,
7/29/2020 1:09:23,I have already exited from a mid-tier or local accounting firm,Yes,6,"140,000",5,Finance,Medium,United States,Male,Audit,
7/29/2020 8:02:28,I have never worked at a public accounting firm,No,6,82000,,Manufacturing,High,United States,Male,,
7/29/2020 8:21:35,I have already exited from a mid-tier or local accounting firm,Yes,6,90000,4,Other,Medium,United States,Male,Tax,
7/29/2020 8:42:44,I am currently working at a mid-tier or local accounting firm,Yes,6,93000,3,Public Accounting,Medium,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/29/2020 13:34:29,I am currently working at a mid-tier or local accounting firm,No,6,40000,,Public Accounting,,United States,Male,Tax,
7/29/2020 22:43:13,I am currently working at a mid-tier or local accounting firm,Yes,6,108000,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 22:44:31,I have never worked at a public accounting firm,No,6,48000,,Technology,Medium,United States,Female,,
7/29/2020 23:13:23,I have never worked at a public accounting firm,No,6,80000,,Other,High,United States,Male,,
7/29/2020 23:15:54,I have already exited from a mid-tier or local accounting firm,Yes,6,75000,3,Medical,Medium,United States,Female,Accounting services,
7/29/2020 23:17:46,I am currently working at a mid-tier or local accounting firm,No,6,80000,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 23:28:27,I have never worked at a public accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,6,50000,,Other,High,Canada,Female,,
8/1/2020 8:16:56,I have already exited from a Big 4 Accounting firm,Yes,5,85000,3,Other,Medium,United States,Female,Audit,45
7/29/2020 23:41:41,I have already exited from a mid-tier or local accounting firm,Yes,6,110000,1.5,Finance,High,United States,Female,Audit,
7/30/2020 0:11:38,I have already exited from a mid-tier or local accounting firm,Yes,6,90000,4,Other,High,United States,Male,Audit,
7/30/2020 0:21:50,I have never worked at a public accounting firm,No,6,110000,,Medical,Medium,United States,Male,,
7/30/2020 0:34:29,I am currently working at a mid-tier or local accounting firm,Yes,6,110000,,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 21:10:25,I have already exited from a Big 4 Accounting firm,Yes,5.5,"83,000",2,Manufacturing,Medium,United States,Female,Audit,
7/28/2020 23:51:41,I have already exited from a Big 4 Accounting firm,Yes,6,170000,4,Technology,High,United States,Male,Audit,
7/30/2020 1:38:36,I have never worked at a public accounting firm,No,6,100000,,Other,High,United States,Male,,
7/30/2020 4:49:00,I have already exited from a mid-tier or local accounting firm,No,6,105000,1,Manufacturing,Medium,United States,Male,Audit,
7/30/2020 7:35:02,I am currently working at a mid-tier or local accounting firm,Yes,6,50000,,Public Accounting,,Canada,Male,Tax,
7/30/2020 7:44:39,I have already exited from a mid-tier or local accounting firm,No,6,57500,3,Other,Medium,United States,Male,Audit,
7/29/2020 23:31:09,I have already exited from a Big 4 Accounting firm,Yes,6,130000,3,Finance,Low,United States,Male,Audit,
7/30/2020 9:14:04,I have never worked at a public accounting firm,Yes,6,90000,,Other,Low,United States,Male,,
7/30/2020 9:40:51,I have never worked at a public accounting firm,Yes,6,63,,Other,High,Canada,Male,,
7/30/2020 9:58:44,I have never worked at a public accounting firm,No,6,102000,,Finance,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/30/2020 11:17:42,I am currently working at a Big 4 accounting firm,Yes,6,140000,,Public Accounting,High,United States,Male,Tax,
7/30/2020 12:11:57,I am currently working at a mid-tier or local accounting firm,Yes,6,175000,,Public Accounting,Medium,United States,Prefer not to say,Advisory - Other,
7/30/2020 13:32:10,I have already exited from a Big 4 Accounting firm,Yes,6,78000,5,Other,Low,United States,Male,Tax,
7/30/2020 14:08:03,I am currently working at a mid-tier or local accounting firm,Yes,6,97500,,Public Accounting,High,United States,Male,Tax,
7/30/2020 18:47:07,I have never worked at a public accounting firm,No,6,70000,,Finance,High,United States,Male,Corp,40
8/10/2020 17:35:46,I have already exited from a Big 4 Accounting firm,Yes,4.5,105000,2.5,Aerospace,High,United States,Male,Tax,60
7/31/2020 1:22:04,I am currently working at a Big 4 accounting firm,No,6,125000,,Public Accounting,High,United States,Female,Advisory - Risk/IT Advisory,45
7/31/2020 22:24:26,I have never worked at a public accounting firm,Yes,6,111500,,Finance,High,United States,Female,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,42
8/1/2020 5:35:11,I am currently working at a Big 4 accounting firm,Yes,6,65000,,Public Accounting,Medium,Middle East,Male,Advisory - Other,40
8/1/2020 9:22:43,I have never worked at a public accounting firm,No,6,75000,,Transportation,Medium,United States,Male,,40
8/2/2020 17:39:09,I have already exited from a mid-tier or local accounting firm,Yes,6,73500,3.5,Medical,Low,United States,Female,Tax,38
8/3/2020 10:39:30,I am currently working at a mid-tier or local accounting firm,Yes,6,63000,,Public Accounting,Medium,Canada,Female,Audit,45
8/3/2020 12:04:40,I am currently working at a mid-tier or local accounting firm,Yes,6,95000,,Public Accounting,Medium,United States,Male,Tax,40
7/30/2020 21:02:33,I have already exited from a Big 4 Accounting firm,Yes,5,95000,3,Hospitality,Medium,United States,Female,Tax,45
8/5/2020 13:39:47,I am currently working at a Big 4 accounting firm,No,6,188000,,Technology,High,United States,Male,Tax,55
8/5/2020 23:13:31,I am currently working at a Big 4 accounting firm,Yes,6,55000,,Public Accounting,Medium,Canada,Male,Audit,45
7/30/2020 0:59:09,I have already exited from a Big 4 Accounting firm,Yes,6,110000,2,Technology,High,United States,Male,Audit,
8/7/2020 16:29:25,I am currently working at a Big 4 accounting firm,Yes,6,119000,,Public Accounting,High,United States,Female,Tax,60
8/10/2020 11:13:35,I am currently working at a mid-tier or local accounting firm,Yes,6,97000,,Public Accounting,Medium,United States,Male,Tax,50
8/10/2020 11:14:39,I am currently working at a mid-tier or local accounting firm,Yes,6,97000,,Public Accounting,Medium,United States,Male,Tax,50
8/10/2020 11:43:16,I have never worked at a public accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,6,112500,,Technology,Low,United States,Male,,35
8/11/2020 5:24:14,I am currently working at a mid-tier or local accounting firm,Yes,6,150000,,Public Accounting,Medium,Canada,Male,Tax,45
8/6/2020 8:11:01,I have already exited from a Big 4 Accounting firm,Yes,5,85000,2.5,Medical,Low,United States,Male,Forecasting,35
8/3/2020 13:44:51,I am currently working at a Big 4 accounting firm,No,6.5,240000,,Finance,High,United States,Male,M&A Tax,60
7/30/2020 1:11:49,I have already exited from a Big 4 Accounting firm,Yes,6,130000,3,Construction,High,United States,Female,Audit,
7/28/2020 21:39:25,I am currently working at a mid-tier or local accounting firm,No,7,75000,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 22:11:24,I have already exited from a mid-tier or local accounting firm,Yes,7,95000,3.5,Finance,High,United States,Female,Audit,
7/28/2020 22:16:53,I am currently working at a Big 4 accounting firm,Yes,7,"130,000",,Public Accounting,High,United States,Male,Tax,
7/28/2020 23:32:11,I am currently working at a mid-tier or local accounting firm,Yes,7,"101,000",,Public Accounting,Medium,United States,Female,Tax,
7/28/2020 23:41:33,I am currently working at a mid-tier or local accounting firm,Yes,7,110000,,Public Accounting,Medium,United States,Prefer not to say,Tax,
7/29/2020 0:20:06,I am currently working at a mid-tier or local accounting firm,Yes,7,117000,,Public Accounting,High,United States,Male,Tax,
7/29/2020 1:35:46,I am currently working at a mid-tier or local accounting firm,Yes,7,"88,000",,Public Accounting,Low,United States,Male,Audit,
7/30/2020 8:42:29,I have already exited from a Big 4 Accounting firm,Yes,6,113000,4,Other,Medium,United States,Male,Audit,
7/29/2020 7:27:22,I am currently working at a mid-tier or local accounting firm,No,7,45000,,Public Accounting,,Australia/New Zealand,Female,Tax,
7/29/2020 7:39:10,I am currently working at a mid-tier or local accounting firm,No,7,85000,,Public Accounting,Low,United States,Female,Advisory - Other,
7/29/2020 8:30:25,I have already exited from a mid-tier or local accounting firm,Yes,7,70000,3,Manufacturing,Medium,United States,Male,Audit,
7/29/2020 18:58:50,I have never worked at a public accounting firm,No,7,60000,,Construction,Low,United States,Female,,
7/29/2020 21:40:29,I have never worked at a public accounting firm,No,7,130000,,Other,High,United States,Male,,
7/29/2020 21:46:13,I have never worked at a public accounting firm,No,7,38000,,Manufacturing,Low,United States,Female,Accounts Payable,
8/5/2020 1:28:55,I have already exited from a Big 4 Accounting firm,Yes,6,220000,5,Other,High,United States,Male,Audit,45
7/29/2020 22:10:20,I have never worked at a public accounting firm,Yes,7,110000,,Manufacturing,Medium,United States,Female,,
7/29/2020 23:41:47,I am currently working at a mid-tier or local accounting firm,Yes,7,90000,,Manufacturing,Medium,United States,Female,Tax,
7/30/2020 0:29:37,I have already exited from a mid-tier or local accounting firm,Yes,7,115000,7,Other,High,United States,Male,Audit,
8/6/2020 20:59:55,I have already exited from a Big 4 Accounting firm,Yes,5,125000,5,Technology,High,United States,Female,Audit and FDD,50
7/30/2020 5:57:02,I have never worked at a public accounting firm,Yes,7,70000,,Other,High,Canada,Female,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/30/2020 8:05:54,I have never worked at a public accounting firm,No,7,32000,,Other,Medium,Canada,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/30/2020 8:07:28,I have never worked at a public accounting firm,No,7,32000,,Other,Medium,Canada,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/30/2020 8:37:43,I am currently working at a Big 4 accounting firm,Yes,7,107800,,Public Accounting,High,United States,Male,Audit,
8/7/2020 10:23:00,I have already exited from a Big 4 Accounting firm,Yes,6,140000,5.5,Manufacturing,High,United States,Male,Audit,45
7/30/2020 20:07:40,I have never worked at a public accounting firm,Yes,7,149.5,,Technology,High,United States,Male,,55
7/30/2020 20:31:18,I am currently working at a mid-tier or local accounting firm,Yes,7,70000,,Public Accounting,Medium,United States,Female,Tax,40
8/20/2020 20:27:01,I have already exited from a Big 4 Accounting firm,Yes,5,132000,5,Manufacturing,Low,United States,Female,Advisory - Risk/IT Advisory,40
8/1/2020 13:11:42,I have never worked at a public accounting firm,Yes,7,145000,,Manufacturing,Low,UK,Male,,50
8/2/2020 17:25:07,I am currently working at a mid-tier or local accounting firm,Yes,7,55000,,Public Accounting,,EU,Female,Audit,37.5
8/2/2020 19:03:43,I am currently working at a mid-tier or local accounting firm,Yes,7,101000,,Public Accounting,High,United States,Male,Audit,45
8/21/2020 1:01:12,I have already exited from a Big 4 Accounting firm,No,5,104000,5,Technology,Medium,United States,Male,Advisory - Risk/IT Advisory,45
8/5/2020 11:02:57,I am currently working at a mid-tier or local accounting firm,Yes,7,98000,,Public Accounting,Low,United States,Male,Audit,45
8/6/2020 13:59:23,I have never worked at a public accounting firm,Yes,7,130000,,Government,High,United States,Female,Audit,60
8/6/2020 18:33:00,I have already exited from a mid-tier or local accounting firm,Yes,7,83000,4,Other,High,United States,Male,Audit,40
8/6/2020 19:03:26,I have already exited from a mid-tier or local accounting firm,No,7,65000,5,Manufacturing,Low,United States,Male,Tax,45
7/31/2020 0:15:13,I have already exited from a Big 4 Accounting firm,No,6,108000,,Public Accounting,High,United States,Female,Advisory - Other,35
8/7/2020 19:47:59,I have never worked at a public accounting firm,Yes,7,120000,,Other,High,United States,Male,,45
8/8/2020 6:55:19,I am currently working at a mid-tier or local accounting firm,Yes,7,95400,,Public Accounting,Low,United States,Female,Audit,45
8/8/2020 12:12:17,I am currently working at a mid-tier or local accounting firm,No,7,95000,,Public Accounting,High,United States,Female,Advisory - Other,40
8/15/2020 2:00:10,I have already exited from a Big 4 Accounting firm,No,6,220000,1,Technology,High,United States,Male,Advisory - Risk/IT Advisory,35
8/10/2020 9:35:10,I have already exited from a Big 4 Accounting firm,Yes,7,17169,4.5,Manufacturing,Low,Malaysia,Male,Industry-Reporting/GL,45
8/12/2020 5:28:52,I have never worked at a public accounting firm,Yes,7,70000,,Medical,Low,United States,Female,,45
8/12/2020 9:47:08,I have already exited from a mid-tier or local accounting firm,No,7,102000,1.75,Technology,High,United States,Male,Audit,45
8/12/2020 16:35:14,I am currently working at a Big 4 accounting firm,Yes,7,105000,,Public Accounting,High,United States,Male,Tax,45
7/29/2020 13:20:46,I am currently working at a mid-tier or local accounting firm,Yes,7.5,85000,,Public Accounting,Low,United States,Female,Tax,
8/21/2020 20:13:30,I have already exited from a Big 4 Accounting firm,Yes,5,105000,3,Construction,High,United States,Prefer not to say,Tax,55
7/28/2020 19:32:52,I have already exited from a mid-tier or local accounting firm,Yes,8,94000,7,Other,Medium,United States,Male,Tax,
7/28/2020 21:33:45,I have never worked at a public accounting firm,No,8,130000,,Construction,Medium,United States,Male,,
7/28/2020 23:50:23,I am currently working at a mid-tier or local accounting firm,Yes,8,93170,,Public Accounting,Low,United States,Male,Audit,
7/29/2020 2:39:41,I have already exited from a mid-tier or local accounting firm,No,8,"115,000",4,Government,High,United States,Female,Tax,
7/29/2020 4:15:55,I have already exited from a mid-tier or local accounting firm,Yes,8,125000,3,Finance,High,United States,Male,Audit,
7/29/2020 4:39:07,I have already exited from a Big 4 Accounting firm,Yes,8,240000,6,Energy,High,Middle East,Male,Audit,
7/29/2020 8:36:33,I have never worked at a public accounting firm,No,8,111000,,Manufacturing,Medium,United States,Male,,
7/28/2020 19:31:42,I have already exited from a Big 4 Accounting firm,Yes,7,125000,1,Finance,High,United States,Male,Audit,
7/29/2020 12:19:56,I am currently working at a mid-tier or local accounting firm,Yes,8,73k,,Public Accounting,Low,United States,Prefer not to say,Tax,
7/29/2020 16:04:58,I have already exited from a Big 4 Accounting firm,Yes,8,123000,6,Technology,High,EU,Female,Advisory - Other,
7/29/2020 19:27:58,I am currently working at a Big 4 accounting firm,Yes,8,108500,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 21:41:39,I am currently working at a Big 4 accounting firm,Yes,8,140000,,Public Accounting,High,United States,Female,Tax,
7/29/2020 22:07:26,I have already exited from a mid-tier or local accounting firm,No,8,53250,2.5,Manufacturing,Low,United States,Female,Tax,
7/29/2020 22:13:20,I have never worked at a public accounting firm,Yes,8,91000,,Medical,Low,United States,Male,,
7/29/2020 22:32:01,I have already exited from a mid-tier or local accounting firm,No,8,112000,2.5,Finance,Medium,United States,Male,Audit,
7/29/2020 22:38:03,I have already exited from a mid-tier or local accounting firm,Yes,8,66000,5,Government,Medium,United States,Male,Audit,
7/29/2020 22:40:42,I am currently working at a mid-tier or local accounting firm,Yes,8,170000,,Public Accounting,High,United States,Male,Audit,
7/29/2020 23:32:08,I have never worked at a public accounting firm,No,8,64000,,Government,High,Canada,Female,,
7/30/2020 0:02:06,I have already exited from a mid-tier or local accounting firm,Yes,8,132000,2,Technology,High,United States,Male,Audit,
7/29/2020 6:43:57,I have already exited from a Big 4 Accounting firm,Yes,7,"120,000",3,Technology,Medium,United States,Male,Audit,
7/30/2020 0:40:01,I am currently working at a Big 4 accounting firm,Yes,8,140000,3,Public Accounting,High,United States,Female,Tax,
7/30/2020 7:27:10,I have already exited from a Big 4 Accounting firm,Yes,8,110000,3,Technology,High,Canada,Male,Audit,
7/30/2020 9:04:44,I have never worked at a public accounting firm,Yes,8,138000,,Energy,High,United States,Male,,
7/30/2020 16:03:00,I am currently working at a Big 4 accounting firm,No,8,130000,,,High,United States,Male,Tax,42
